Id_Number,Patient Question,original_dominant,original_secondary,bucket,self_confidence,entropy,model_predicted_primary,model_predicted_primary_prob,model_predicted_secondary,model_predicted_secondary_prob,cleanlab_quality,corrected_primary,corrected_secondary,reviewer,review_notes
847,"So, I have known for a while now but think I have been in denial. My mum would always hid away to answer a phone call, Which I noticed wasn’t her usual phone. Me and my sister’s never addressed it to be anything. I found the phone and looked at the messages, I know I shouldn’t have, and there were messages clearly stating that she was seeing someone else other than my dad. I haven’t told anyone as Im worried that they will say that I need to let my dad know and I don’t want to break up the family, and worried that they will judge me for keeping it a secret for so long, but she is having more and more of these phone calls, and i really don’t know what to do. (From Scotland)",Should statements,,A,0.086,0.446,mind_reading,0.608,fortune_telling,0.433,0.156,,,,
1446,"I am looking for some insight on a very personal matter that no body knows about me. Not even my parents. I have seen numerous posts on reddit that detail early signs and symptoms of psychopathy and I’m just a bit concerned. I do by no means believe I am a psychopath but I am aware that I may be a bit more prone to mental illness (My granddad and Aunt were Manic Depressive). I know I should seek proper counseling and not ask questions online but I’m curious to hear your opinions on the matter. What it boils down to are my actions as a child. It began even before my stepfather (who played a huge role in my teenage turmoil) came in to my life. I have a memory (it grows weaker by the day) of being around 4-5 years old and sadistically chasing my mums canaries around a room with a hammer. Although I don’t remember killing them I do remember running around the room with the hammer and also when my mum asked me what happened to them. I asked her about this recently and she said she cant remember anything. The next instance was when I was 9 years old. My Stepfather had a baby boy with my mum. There were multiple occasion where I would twist his arm to make him cry, the crying would irritate me and I would twist it more because of this. Unfortunately I broke his arm one time (This my parents found out about of course). I don’t want any judgement on this please. The baby was only maybe 8 months old and of course I am disgusted by what I did but I’m looking for insight not j udgement. The last sadistic behavior I remember was at about 10-11 years old. One of my cats gave birth to 4 kittens and I am pretty sure I caused the death of all four. I would be in the room on my own and I would press down on their stomachs to make them squeal. Although they never died on the spot they passed away pretty quickly and I am sure I caused some major internal injuries. I remember some of the moments very clearly but what I remember mostly was the guilt. In particular when my brother would scream in pain I would have the feeling wash over me instantly and I would keep doing it for some reason. It was the same feeling I got from telling him that his mam and dad weren’t ever coming back (Parents gone in to the shop, me and brother in the car) I will finish up by saving that I consider my self a normal young adult right now. I have some issues with anxiety but I put that down to smoking grass. But I’m just wondering if this behavior as a child could manifest itself again in my later years when my mental health starts to deteriorate. P.S I have a great relationship now with my family and stepfather who actually provided my mum with two more kids after this. They mean the world to me so I’m curious as to where this behavior stemmed.",Should statements,,A,0.086,0.408,mind_reading,0.315,,0.214,0.21,,,,
1842,"When I was about 4, I used to bully this girl in my class. I pushed her down the slide and hurt her, but she was too afraid to tell anyone that it was me. As I got older, I began to feel like I wanted to kill someone. I don’t want to feel like that, but I do. When I get that feeling, I’ll stop whatever I’m doing and I’ll think about murder and how I would do it. Sometimes I’ll giggle and/or laugh while I’m thinking about it. My parents think that I’m lying and over-exaggerating. I’m not sure what to do, and I’m not sure if there’s some sort of problem going on. Half of my mind tells me to go out and kill someone, while the other half says that it’s wrong and I shouldn’t. I’ve gotten to the point where I have cut myself so the feeling would go away. Is there anything I can do to stop this feeling from becoming too strong? I don’t want to hurt or kill anyone, but sometimes I’ll get that feeling, and I’ll hurt myself instead.",Should statements,Magnification,A,0.086,0.442,mind_reading,0.578,fortune_telling,0.371,0.115,,,,
274,"From a young teen in Morocco: I have experienced hallucinations for about 9 years now. Mom refuses to take me to a doctor for it and makes me feel guilty for it, along with other issues. They’re just getting worse as time goes on, more intense, and they’re making me more dysfunctional. I am undiagnosed, and therefore do not know the cause of my hallucinations. Some people say it’s normal, but they interrupt my functionality in the world. Sometimes, my auditory hallucinations won’t shut up, which mostly occurs when I want to sleep, as a result, I can’t sleep in those cases. My visual hallucinations are a pain to deal with, and are the ones which occur most. I don’t get olfactory or gustatory hallucinations much, but if I do, they’re usually pleasant. Tactile hallucinations have decreased, but when my hallucinations are at a peak, they intensify as well. By “peak” I mean when my visual and auditory hallucinations merge and become excessive that I lost all ability to differ between reality and hallucinations, videos of simulations of psychotic episodes describe this pretty well. Could this be a disorder, or is it really something that’ll pass, and which I could potentially be causing myself(As my mom says.)?",Personalization,,A,0.088,0.372,magnification,0.259,,0.257,0.22,,,,
725,"From a teen in the U.S.: I’m 17 years old, when i was 15 my older brother passed away due to long term heroin addiction. he was my very best friend and i watched him die. being that i am in high school, the easiest way for me to shut the pain out was by partying. eventually that came around to slap me in the face and i had to deal with the pain that i had pushed away for so long all at once.",Personalization,,A,0.088,0.373,overgeneralization,0.261,,0.207,0.221,,,,
2193,"From a teenage girl in Indonesia: first i apologize for my english since english is my third language , i have problem with my temper and i grew up with a bad tempered father, i easily snapped when something really irritated me i remember i yell to my four years old brother when he flip my laptop screen ,",Should statements,,A,0.088,0.342,overgeneralization,0.264,,0.18,0.222,,,,
2229,"I’m a 15 year old girl who has been attending CAMHS for several months now. I have told them a great deal and opened up fully to them. Along side going to CAMHS, I’ve done some research of my own. My therapist keeps saying that it’s anxiety that i have, when what ive seen relates, but seems more than that. I have been hearing voices which are almost indecipherable, and as time passes theyre getting easier and easier to understand. I’ve looked through several sites and compared and came up with some things based on the things mentioned repeatedly throughout the sites. What ive come up with is that it could be some type of schizoaffective disorder, or schizophrenia. In general I feel depersonalized most of the time, and over the years ive learned to just get on with it, and found ways to deal with it, but it seems to be getting worse. The treatment that my therapist is giving me is CBT, and to be honest, it helps a bit, but not nearly enough :/ Do you think this is anxiety, or am I completely wrong to think of schizoaffective disorder/schizophrenia?",Emotional Reasoning,,A,0.088,0.362,overgeneralization,0.27,,0.177,0.22,,,,
4606,"When I was 1 year old I contracted Chicken Pox and Scarlet Fever. I had a temperature of 107*F for several hours. The doctors told my Mother that I would probably be a vegetable for the rest of my life. Thank goodness they were wrong. They considered my recover a “miracle”. Unfortunately not all things were rosy in my life afterwards. I was sexually abused at a young age and it went on for several years. Because of the abuse and several kinds of abuse over the years, I was diagnosed with PTSD in my late 30’s. I have had many different diagnosis over the years but PTSD has always been the first. I suffer from horrible bouts of debilitating depression and as I get older they seem to get worse. My question is if there is a connection between early brain health and major recurrent depression?",Personalization,,A,0.09,0.349,overgeneralization,0.262,,0.167,0.224,,,,
59,From a teen in the U.S.: My mom has no easy childhood by no means but for some reason she’s been acting strange lately. It’s almost as if she’s trying to be a kid again as weird as that sounds. I’m just really worried about her everyday something new is wrong and I get that people age. She’s 38 and this problem started about a year ago.,Labeling,Mental filter,A,0.09,0.418,magnification,0.247,,0.239,0.122,,,,
253,"From the U.S.: My daughter’s friend’s Mother is acting strangely. I found out that she wants my adult daughter to call her “Mom”. She takes my daughter’s side when my daughter and I argue, and has since my daughter was a teenager. She competes with me. An example of this right now is that my husband and I are taking my daughter on a 3 week trip this summer. I found out today that she has planned a trip now for this summer for her 2 daughters and mine. My daughter does not tell me these things. I have learned about this through the grapevine.",Magnification,Mind Reading,A,0.09,0.332,overgeneralization,0.222,,0.197,0.136,,,,
733,"Is it true that there should be no normal physical contact (hugging, ect) between a male and his female friend? I have a female friend whom with I have been friends with for about 8 years. We are best friends basically, but when we get around each other it is like we never ever touch. Not intentionally or anything. I do like her and want to be with her because seems like it’s only natural that I would develop feelings for her, right? But even though she may not view me in that manner, isn’t it normal for friends to at least hug? We have never hugged , or shared small physical contact (touching of the shoulder, ect.) Is this normal for close male and female friends? Or is this because our fear of sexual arousal? Could it be a sign that she might be interested in me as well but does not want to ruin the friendship?",Should statements,,A,0.09,0.378,mind_reading,0.325,,0.203,0.212,,,,
1996,"From the U.S.: I started to write my life story but then realized it would take 10 pages so I will try to sum it up best I can. I had a really bad childhood full of neglect , abuse, abandonment and family mental illnesses. I always had anxiety as a child but was able to mask it as I thought people would think there was something wrong with me.",Mental filter,Mind Reading,A,0.09,0.382,overgeneralization,0.321,,0.187,0.119,,,,
2435,"I’m in my last year in high school and I have absolutely no friends. This problem of mine started around my freshman year. I had two childhood friends who I used to spend most of my days with since the second grade. After the transition from middle school to high school, they both have found different groups of friends, and I have lost all connection with them. I have found some substitutes for them, a group of people who I used to go to the same middle school with. I never really talked much with them until I had class with them. To this day, I would not really consider them friends, but more of acquaintances. I mainly just used them to have a group of friends to hang around with during lunch time. Around my sophmore year, I had detached myself from everyone in my school. I am just alone on my phone during lunch time, I don’t really talk to many people, the only time I do talk is when I am required to. I have looked into the Avoidant Personality Disorder symptoms, and they seem to line up perfectly with my personality. I feel like I shouldn’t talk to people because they won’t like me for being boring. I just sit home all day, mostly do independent activities all day like programming. The only friends I have are people I have met within the programming community. The only people I would feel comfortable around are the people who I feel I have some form of superiority over.I think the main cause of this is from my sister. She has talked down to everything I ever thought or have done ever since my early child hood. Everything from the music I listened to and even made fun of the types of friends I had at the time. I have confronted her with this and told her how I think this is the main reason for my mentality of being unaccepted by everyone, and she had stopped putting me down for everything for about a year now. The problem is, my social life doesn’t seem to be getting better. As I go through my senior year, it seems to be getting worse. I just need some beginners advice on what to do before this problem becomes permanent. (age 18, from US)",Mental filter,Personalization,A,0.09,0.504,mind_reading,0.618,,0.313,0.14,,,,
4500,"Hello, I have a beautiful,smart,outgoing and amazing five year old little girl. Yesterday she came to me and said mom can you take me to the doctor. I ask her what was wrong and she replied: I hear voices in my ears but I dont see the people saying it. She says it happened during school doing a reading circle. She thought someone called her stupid and let the teacher know. The teacher said no one said anything. It happened again when my husband was talking to my other children, she said I heard daddy say shut up, but he didnt really say it. The voice are always fimilar (someone she knows) Im very concerned about this and hope it has nothing to do with my pregnancy while on active duty.",Personalization,,A,0.091,0.342,overgeneralization,0.221,,0.19,0.231,,,,
480,I take invega shot and pill as well as lamictal for schizoaffective disorder. I am wondering why I have seconds of self-talk or talking out loud. Is this med supposed to stop everything or will there be moments like those seconds? It happens once a day. I sometimes say things that didn’t really happen or that I don’t mean. Does this mean that the med has failed? And if so are there other med options.,All-or-nothing thinking,,A,0.091,0.343,overgeneralization,0.289,,0.141,0.221,,,,
975,"From a 18 year old girl in Sweden: I enjoy getting in relationships only to completely destroy the person later on. Or well, not really. I enjoy it in the moment. I get all gittery and giggly and I feel really good inside. It’s not a sexual thing either, it’s just fun. I feel like life without hurting others would be boring and mundane.",Emotional Reasoning,,A,0.091,0.428,overgeneralization,0.336,,0.246,0.21,,,,
1932,Well I went to the atrium in middletown ohio for 3 days for schizoprenic symtoms left 3 days later with a prescription for this drug resperidol 4 millograms then taken down 2 millograms told the doctor wanted off the medication since he did not understand what caused me to have this episode never told him about the pressure of getting a job did it my father was going bankrupt he pushed me hard to find a job any job I did just that & nobody I do mean nobody called me so I didint know what to do or say so I guess he thought I was having mental issues cause the fustration I felt must had triggerd something that never before or after happend again so after the last visit to the doctor I quit using the medication to see if I was ok or not so far I font expierience anything remotely like they describe about schizoprenia well I get depressed but not suicidal or homicidal like the doctor always asks me that bothers me a lot to be asked that every time I see him I don ‘t believe I need this lame ugly pill to balance my mood or in his words to keep me from relapsing it’s been 7 months since I quit taking them & no problems so should I tell my doctor that since they are not really psycologists could I ask for a psyc evaluation so he can stop giving me this garbage?,Emotional Reasoning,Mind Reading,A,0.091,0.385,mind_reading,0.528,,0.222,0.189,,,,
177,"From a teen in the U.S.: I’m typically a loud, obnoxious, passionate, argumentative person. I blow up when I’m angry. I blow up when I’m excited. I like to share my voice. People see me as a potential leader. If anything, I think I should be kept away from a leadership role. I hate being considered a potential leader due to my traits. I hate them with a burning passion.",Labeling,Emotional Reasoning,A,0.092,0.471,overgeneralization,0.373,,0.306,0.148,,,,
705,"It seems from day one my husband has put his mother’s feelings ahead of mine. On our wedding we were only going to have me and him there and 2 witnesses, but because he dare not to tell his mum that, I told mine and got a bit of cold shoulder but he wouldn’t. He said she wouldn’t like it and be upset, so hence we had a wedding that we did not want. I can’t forget it and it keeps coming up all the time.",Overgeneralization,Magnification,A,0.092,0.339,mind_reading,0.264,,0.225,0.14,,,,
1269,"From the U.S.: Whenever my partner and I get into an argument and my partner starts to ignore me, I tend to turn to my friends and tell them what just happened.. and I know this isn’t right! This often had made it even worse and we even lost friends due to this behavior… why am I doing this?",Personalization,Should statements,A,0.092,0.349,mind_reading,0.228,,0.222,0.126,,,,
369,"From a young woman in Nigeria: My parents got separated when I was 11. And for some strange reason there was a lot of pressure on me to fix the situation from pretty much everyone minus my dad (saying that we were really close and he would listen to me). Due to the situation, I really didn’t come to terms with the situation and didn’t deal with it well, most of my time spent in boarding school was spent crying and I did go through a period of cutting(self-harm). Basically I didn’t know who to talk to about what I was dealing with and I’ve pretty much kept my feelings to myself till now.",Mental filter,,A,0.093,0.403,mind_reading,0.251,,0.218,0.226,,,,
1176,"We are raising our grandchild. She’s 10. Her mom (my step-daughter) abandoned her at 3 yrs. We’ve had custody since & she’s like my own. Her dad is schizophrenic & drug addict. She says she misses him often even though he was in jail for the 1st half of her life & they really haven’t bonded. They don’t spend much time together. Never unsupervised. Anyway when he got out of prison, he had 2 more kids with another girl. My grand loves that she has siblings. She also knows why she cant live with him/them. We figd. those kids would probably be taken from them at some point and thats what happened. Her dad OD’d & they drug tested all of them. They both failed & CPS took the kids. They also had drugs in their systems. He is in a rehab now. Not sure about his girlfriend. They don’t live close to us. My grand was expecting to see them last week for her half sister’s first bday party. The paternal grandparents don’t want her to know about any of this, but I don’t want to lie to her. I want her to know she can trust us. I do know she’s better not knowing every detail but I feel she can handle a PG version of the truth. She’s been mature hearing other truths about her parents in the past. I really need some advice on what to do this time. Thank you!",Should statements,,A,0.093,0.45,mind_reading,0.558,fortune_telling,0.431,0.17,,,,
2078,From the U.S.: My ex husbands GF is changing the way I parent my children. She has been trying to force them to change their diet and trying to make them more mature than they are. My girls are ages 11 and 13. She has a 14 yr old daughter who dresses and acts much older. She has been telling my daughters they need to shave their legs and bought them stuff to do it and then showed them how. She has been interfering and I have concerns this will give conflicting ideas to my daughters.,Personalization,Magnification,A,0.093,0.367,mind_reading,0.492,,0.175,0.119,,,,
1980,"Looking for information or help with something I am teaching my foster daughter. Not sure how to describe it, but when you have a toxic member of your family and they want to give you something or buy you something. If you allow it and take it, then you feel bad like you owe them or they start calling and coming around with weird requests they feel you have to do because you took the gift. How can I explain this better to her or find information on this?",Personalization,,A,0.093,0.33,mind_reading,0.271,,0.211,0.223,,,,
4612,"About a year ago I re-entered into a serious relationship with an ex-boyfriend. He is essentially my only ‘real’ ex. We were together through both of our college careers and were only apart for one year before we got back together. For the most part I think we have a very healthy and positive relationship. We are kind and supportive to each other. We communicate about everything and of course we care for each other a great deal. In all the time we’ve been together neither of us has ever cheated on the other, but for some reason I find myself constantly paranoid that he will. I’m sure this is a common problem, but as I looked through similar questions that had already been asked, it seemed that most of the inquisitors had obvious past issues that would give them inevitable trust issues; a father who left, a spouse who had cheated in the past, etc. I, however, do not have a sorted past whatsoever. I have to two loving supportive parents who are still together, I was never abused as a child, I’ve had my share of heartbreak but it all came before college and nothing was too traumatic.",Magnification,Emotional Reasoning,A,0.094,0.421,overgeneralization,0.273,,0.235,0.125,,,,
2296,"About a year and a half ago, I experienced (what I think was, but was never actually diagnosed) a period of depression lasting almost six months. Almost every day, I would drag myself out of bed, go to school, and then come home and go back to sleep. While at school, I found little to no enjoyment in the company of my friends and I could barely stand to sit through class and take part in the tedious and pointless activities. I often thought about suicide, but eventually decided that I would be too scared of failing and ending up worse off to try it. However, I distinctly remember feeling as if I wouldn’t mind if a car were to hit me while crossing the street. I pretty much never ate during the day; I would fast from the time I woke up to about 10:00 pm when I was so hungry that I would often binge on anything I could find. It was also during this time that I began to habitually self-harm.",All-or-nothing thinking,,A,0.094,0.441,magnification,0.313,,0.302,0.213,,,,
2036,"From the U.S.: When I was about 4-5 yrs old, a boy about 7 would take me into the closet and under the bed and take my pants down and touch me and put objects in my undies and say I had to leave it there for awhile. My memory of the rest is pretty hazy. But we were both just kids so it must be my fault just as much as his? Was I abused?",Personalization,,A,0.095,0.315,mind_reading,0.244,,0.175,0.23,,,,
4642,"I dont know how to tell my parents that its serious. I have a very low self-esteem and low confidence. I’m not sure if that is a result of, or perhaps the cause of my depression. But, I have been suffering from depression for a year and a half. For almost two years I have had insomnia issues I barely get any sleep, in fifth and fourth grade almost every other day I would have a sort of panic attacks normally surrounding the things I hadn’t done that day or the things I had done wrong. This last six months my depression has gotten progressively worse.",Fortune-telling,,A,0.096,0.449,magnification,0.363,,0.305,0.208,,,,
4664,"I began nursing school in 1983 and got near completing it – to the final year. Although my grades had always been superior emotionally I was a wreck and had to drop out. However, I DID discover at this time I had hyperthyroidism, and believed that had much to do with my stress over the last part of nursing ed. I had to stop, have treatments of various sorts for that condition, and it has since been under good control.",Emotional Reasoning,,A,0.096,0.355,overgeneralization,0.249,,0.196,0.23,,,,
1689,"From a teen in South Africa: So from what other people have told me, I’m not exactly considered normal. People often seem to find my behaviour odd. I’m very introverted. I spend days at a time sitting in my room without anyone else, and I’ve had full blown conversations with myself for hours on end while doing so. I tend to talk to myself very often, even in public without realising it. Usually I recite the numbers “1 2 9 10 5 9” if I realise that I’m talking to myself in public because I start to panic and think people are going to think I’m strange even when no one has noticed. It’s something that’s been happening for a long time now where i will suddenly just say something out loud and realise that I said it and a sudden panic comes over me so I recite those numbers to calm myself down, sometimes I add other random numbers between 1 and 10 as well.",Labeling,Mind Reading,A,0.096,0.471,magnification,0.411,,0.287,0.147,,,,
5,"I cannot hold down a job because I refuse to submit to arbitrary authority. I’ve been diagnosed with BPD as well. I continuously get fired or quit due to workplace conflicts. I’m trying to move to a region of the country where employment opportunities may be more varied, pertain to my career field, or pay more; however, my inability to work is making this goal nearly impossible to achieve. I simply cannot work. No amount or type of coping skill makes the pain of submission to authority or workplace bullying any less excruciating.",Fortune-telling,,A,0.097,0.456,overgeneralization,0.375,,0.221,0.209,,,,
317,"From the U.S.: I love my girlfriend but we fight often. She gets upset when we are not on the same page, or if she does not get what she wants. This is about small, non-essential issues, at least to me. From what kind donut to buy to which exit on the freeway to take we fight about.",Magnification,,A,0.097,0.364,overgeneralization,0.349,,0.207,0.214,,,,
1159,"I recently discovered a friend of mine has homicidal fantasies. I assured them I would be a loyal and caring friend and I really mean it but I’m concerned and wish to help. I know this needs to be taken care of by a professional, but I have no idea how to get them help when neither of us have the resources to do so. They tell me that they have had this since they were very young and fantasize about murdering other people they know: family, friends, even strangers repeatedly and all the time. They don’t have an urge to act on these fantasies thankfully but they are a very prominent morbid obsession for them. I am the only true friend they’ve ever had and the only one they’ve ever told about this as well as one of the very few people they’ve never thought of killing. I know that this person has a very high tendency to bottle up emotions — they have panic attacks, extreme social anxiety, ect. In short, they’re a trouble individual. Could you give me a general idea as to what tends to cause homicidal fantasy? And, more importantly, what is the best way for me to support them through this as their friend? What can I do to help? And how can I find help provided that they don’t have the money to go see a true professional?",Should statements,,A,0.097,0.363,mind_reading,0.27,,0.205,0.227,,,,
2081,"From the U.S.: For a few months, I’ve been getting these sudden headaches that don’t hurt so much as they feel strange and are very hard to describe. It starts with a sharp, adrenaline charged feeling in my head that becomes a tingling or numbness somewhere else, such as in my hands or in my face, or sometimes it feels like it’s manifesting inside of my head. This numbness usually moves around my hands and face, sometimes to the point where a whole part of my face will be without sensation. I have trouble concentrating, and speaking, during these headaches.",Emotional Reasoning,,A,0.097,0.349,overgeneralization,0.264,,0.191,0.228,,,,
82,"I have a family friend, who I consider to be like an aunt. She is in her 60s and ran an art organization until her employees quit( after her negligence with bring profit and ect.). We are living with 3 other people, all in their 40s and up. When i moved in me and my ‘aunt’ were only planning on being here for a few months until we were able to save more money and get an apartment closer to where she wants to live/ where I’m transferring for college. The 3 other roommates dont clean, nor take care of their cat and almost starve and leave her waste out to stink. When I finally had enough I addressed it, and 2 of the roommates decided to move out because I was not going to compromise living with roaches or working all day and then being the only one who cleans the house. After talking among themselves they decided to stay, and thats when things went south. In response, I started working more hours and working out outside of that so that I could focus on our goal of moving out. My aunt was on board with me until the other roommates started to say mean things about me, which made me very uncomfortable because they are twice my age. One day i went to the store with ML(aunt) and I specifically asked her to not eat the food that i was buying separate (dietary issues), she agreed. The next day when I woke up for my 5am shift my lunch had been eaten! I had to hurry to work so I texted her and asked if she could please buy back what she ate. She sent angry text about me being selfish, ect. There have been many more situations like this, and it’s getting really hard to live in an environment where now everyone (all twice my age or more) pick apart even my phone conversations and yell about who they think i am. Im not sure how to respond, so I ignore it and stay focused however my stuff gets damaged, and i cant speak up without being turned into the “enemy”. Im not sure how to handle this situation, especially on a daily basis.",Mental filter,Fortune-telling,A,0.098,0.499,mind_reading,0.691,fortune_telling,0.427,0.146,,,,
356,"I am in a situation where I have been the patient understanding partner but am at a point where I am considering leaving the relationship because of the kid. I think first is the issue of discipline. My partner, to me, is very inconsistent in his discipline being simultaneously too harsh and lenient (ex. “I’m going to get my belt if you don’t listen and I am not giving you anything to eat, now come here and give me a hug. Want to watch TV?”). I do not directly address this in disagreement but he can tell from my facial expression that I am not with this. So he gets extremely defensive. All I can say is that I am allowed to have thoughts and those thoughts can disagree. But he wants me to agree with him and I just do not. There is also a jealousy issue. I bought his kid a stuffed animal and my partner says “it’s a good thing that I didn’t buy a stuffed animal like I was going to cause then we would have to see whose gift he likes more”. On Christmas day, when kid opened up a guitar he received from his dad and couldn’t put it down, his dad yells “He likes my gift the best. I win!”. The incidents that I mentioned above were minor but there have been really big arguments that have ensued from either in which my partner’s go to excuse for yelling and screaming is that he is the parent and I need to stay in my lane. Just to clarify, once me going out of my lane involved me getting a lint roller to remove cat hair from his son’s pjs before he put it on. I had matching pjs and the plan was that me and his kid were going to wear the pjs and have a movie and popcorn night. His dad said that he couldn’t wear the pjs because he needed to get the cat hair off first. He was in the middle of cooking so I went to do it. I was yelled at for trying to undermine his authority because he already said that his son was not to wear those pjs at all (that was not what he said). I honestly feel it was a ploy to ruin pajama night. I am noticing that part of the problem is that my partner doesn’t want certain things getting back to the baby mama for fear she will use their kid as leverage and not allow him to see his son. After over a year of dating, I am beginning to just feel resentful and emotionally alienated but feel like I am not allowed to have those feelings because I am not the one with the kid and that kids are supposed to come first.",Emotional Reasoning,Should statements,A,0.098,0.434,mind_reading,0.562,,0.259,0.114,,,,
132,"From a teen in the U.S.: Whenever I do something mildly wrong, get called an idiot, or just generally feel upset, I feel the need to have violent fantasies about being sexually, emotionally, or physically abused until I cry. The fantasies have been following the same narrative where someone severely abuses me and is justified because I did something horribly wrong to my abuser or their family member.",Personalization,,A,0.099,0.344,overgeneralization,0.2,,0.188,0.24,,,,
232,"My husband and I have been married close to 8 months, weeks prior to our marriage he started to slap me, hold me down, forced me to stay in the house, slap me if I don’t look him in the eyes when he’s talking his anger would last until he felt better. It would be about small things, small fights, things that should be an argument or a conversation and then it’s either better or worse, but he could never control his anger. I remember the day before our paper marriage we fought about something so small I cannot remember it, and I told him I was tired of how he treated me and I didn’t want to marry him. He then slapped me, screamed at me, got on top of me, forced me to stand up if he wanted or sit down if he wanted, forcibly put his hands over my mouth when I cried, and told me to shut up before anyone heard me. This was all in his mother’s home, and his brother and mother did nothing to stop it. Later I found out, his mother had anger problems as well, when she would get mad at her son she would scream, throw wooden boxes at his head and give him a concussion, use any object to hurt him not caring what it was the only thing she didn’t use were knives.",Should statements,,A,0.099,0.354,mind_reading,0.327,,0.219,0.219,,,,
349,"From a young man in Nepal: My brain is active all the time and has to either listen to all the subtle noises happening around and decipher their rhythms, or remember past memories and audio samples, sometimes on loop. I often get irritated by my my family members who I otherwise adore and are great people and I love them and behave well most of the times.",All-or-nothing thinking,,A,0.099,0.382,overgeneralization,0.256,,0.209,0.23,,,,
1162,"From a teen in the U.S.: I have been told by many doctors that I have a psychosis related problem (they’re unsure if it’s schizophrenic or schizoaffective) and I have a phobia of people around me vomiting. I know the fear is irrational, I have no idea how I became afraid of it, I have been my whole life. The fear stretched into involving coughing, and I hate the sound of anyone around me coughing. When I hear someone cough, I get very angry very fast and I feel an impulse to hurt them, but instead of hurting them I hurt myself (punching myself, hitting my head).",Should statements,Magnification,A,0.099,0.507,magnification,0.498,emotional_reasoning,0.402,0.184,,,,
108,"From the U.S.: My fiancee of 4 years is upset by my sudden lack of sex drive. I used to have a pretty high sex drive, but in the past year it plummeted completely. I suffer with Scoliosis pains, depression, anxiety and self esteem issues and take medication that further inhibits my sex drive.",All-or-nothing thinking,,A,0.1,0.334,overgeneralization,0.319,,0.157,0.223,,,,
238,"From a teen girl in the U.S.: I haven’t been able to interact with people normally at any point in my life. When I was in elementary school I was extremely aggressive and prone to tantrums far past the age where that behavior is normal. This behavior continued into jr high and high school. My tantrums went from scratching my arms up and screaming to punching myself, banging my head on walls, hitting myself in the face, biting my arms and making non human sounds. I’ve never had control of these outbursts. They’re almost always triggered by other people, especially if I’m cornered or they stand to close to me. They’re embarrassing, I have no control over them, I’m an adult woman, I don’t want to have temper tantrums like a 5 year old.",Should statements,Personalization,A,0.1,0.388,overgeneralization,0.405,,0.273,0.126,,,,
642,"Me and my boyfriend have been together for 6 years now. He lives with me. Sometimes he is very cold to my son. He is a quiet guy that does not really like to be bothered. He gets annoyed with me too when I bug him. He has said that he is the type of guy that shouldn’t be in a relationship because he likes his space. Well, last night was the last straw for me. My son had gotten him something for father’s day (not his dad) and he brought it over to his desk tried to talk to him and he said not right now and my son was yelling over him saying it’s important and my boyfriend yelled at him and he started crying and came and told me. I went in and talked to my boyfriend and he said it doesn’t matter what he needed to talk to me about he needs to wait. Then later my son came in again to apologize to him for bothering him and yelled at him again. I really think I’ve had it with this. I love my boyfriend and sometimes him and my son have lots of fun together, he’s been around since he was 2. He’s 8 now. But This happens too much and my son should not be treated this way. Am I making the right decision breaking up with him or should I talk to him and see if things change?",Should statements,,A,0.1,0.425,mind_reading,0.497,,0.225,0.192,,,,
791,"For years i hated my sister so much. there are things she does that i really hate. my family is divorce. My sister and i are with my mother. She had surgery years ago due to stress. I listen to everything my mother says, i fix the house when it comes to plumbing, computers, TV, networking, bathroom tiles, ceilings, etc. i work every hard and i really dont ask for anything and i respect others. My mother tells me not to yell at her or tell her what to do and my mother can not discipline her because she is worried she will have surgery again. I cant do anything because i dont want to stress my mother as well. therefore my sister can do what ever she wants.",All-or-nothing thinking,,A,0.1,0.498,mind_reading,0.418,,0.282,0.202,,,,
954,From a woman in the Philippines: I was sexually abused when I was younger and diagnosed with clinical depression almost a year ago. I used to have bad temper problems (snapping out or having a mental breakdown in a split-second) which does not happen as often anymore. I still self cut when in the state of depression.,Mental filter,,A,0.1,0.325,overgeneralization,0.259,,0.125,0.234,,,,
1711,"From a young teen: A few years ago, I went through several months of what I guess can only be described as really crippling depression. I was really stupid and slit my wrists and cried for no reason and forced myself to stop eating, that kind of stuff. What I remember really distinctly is assuming everyone else was going through the same thing. Anyway, when I kinda eased out of that phase, I became a lot happier and somewhere along the way I realized there was something different and bad about the way I’d been feeling for a couple of months (more like a year, really).",Mind Reading,,A,0.1,0.404,overgeneralization,0.274,,0.254,0.227,,,,
818,"I feel myself screaming in my own head, have compulsions to act…insane…like doing weird twitchy movements, talking in a nonsense language or just making grimaces and noises. So far I am in a firm control of these compulsions, they never slip in public. But when I am alone, sometimes I just…cant. And its like something overtakes my body while I just scream internally. Its like my own mind is trying to imprison my consciousness in a prison while replacing it with raving lunacy, while I fully realize what I am doing and what is happening around me, but am too deep to regain control. My therapists and psychiatrist do not believe me and keep convincing me that I am just making stuff up. I dont know how to convince them to take me seriously. Lately I have been considering hurting myself badly, just to prove them that I am serious. But It seems ridiculous to me. Hurting myself to gain attention seems stupid and childish… Any idea what is happening? Advice on what I should do?",Labeling,,A,0.101,0.511,magnification,0.457,,0.33,0.195,,,,
